Case,Region,Variable_French,Type,Year,Value,,
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2037,0,,
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2038,0,,
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2039,0,,
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2040,0,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2005,807.5286,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2006,733.5052,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2007,598.9518,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2008,484.0435,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2009,657.0537,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2010,735.0962,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2011,607.886,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2012,672.8578,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2013,586.3386,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2014,1429.387,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2015,1031.453,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2016,1237.053,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2017,1093.214,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2018,1093.214,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2019,1093.214,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2020,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2021,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2022,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2023,1093.216,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2024,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2025,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2026,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2027,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2028,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2029,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2030,1093.216,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2031,1093.216,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2032,1093.216,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2033,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2034,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2035,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2036,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2037,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2038,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2039,1093.215,,
Prix élevés,Ontario,Biomasse / géothermique,Combustible Principal,2040,1093.215,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2005,0,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2006,0,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2007,0,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2008,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2009,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2010,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2011,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2012,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2013,5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2014,2.5,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2015,2.6,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2016,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2017,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2018,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2019,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2020,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2021,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2022,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2023,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2024,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2025,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2026,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2027,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2028,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2029,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2030,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2031,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2032,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2033,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2034,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2035,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2036,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2037,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2038,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2039,2.7,,
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2040,2.7,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2005,646,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2006,646,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2007,646,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2008,439,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2009,550,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2010,843.9148,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2011,1088.819,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2012,1232.854,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2013,1613.835,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2014,943.5151,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2015,916.6113,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2016,1379.165,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2017,1321.478,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2018,1432.906,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2019,1559.05,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2020,1559.051,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2021,1559.052,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2022,1685.194,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2023,1685.194,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2024,1685.194,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2025,1685.194,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2026,1811.34,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2027,1811.338,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2028,1811.338,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2029,1811.339,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2030,1853.388,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2031,1853.385,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2032,1853.385,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2033,1853.385,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2034,1853.387,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2035,1853.387,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2036,1853.387,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2037,1853.386,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2038,1853.385,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2039,1853.387,,
Prix élevés,Québec,Biomasse / géothermique,Combustible Principal,2040,1853.386,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2005,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2006,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2007,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2008,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2009,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2010,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2011,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2012,22,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2013,117,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2014,113,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2015,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2016,0,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2017,437.9966,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2018,437.9966,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2019,437.9966,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2020,437.9998,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2021,438.0001,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2022,437.999,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2023,438.0005,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2024,438.0001,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2025,437.9992,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2026,438.0004,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2027,437.9991,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2028,437.9997,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2029,438.0003,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2030,438.0003,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2031,438.0003,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2032,437.999,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2033,437.9999,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2034,437.999,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2035,438.0001,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2036,438.0002,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2037,437.9992,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2038,438,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2039,437.9996,,
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2040,438.0005,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2005,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2006,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2007,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2008,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2009,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2010,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2011,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2012,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2013,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2014,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2015,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2016,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2017,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2018,0,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2019,3.8129,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2020,4.1562,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2021,3.7753,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2022,3.24,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2023,19.2829,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2024,18.9994,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2025,17.9085,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2026,18.0435,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2027,18.5898,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2028,18.9693,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2029,15.9703,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2030,15.6892,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2031,15.7425,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2032,16.0294,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2033,16.0969,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2034,15.3844,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2035,15.3857,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2036,15.3865,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2037,15.4212,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2038,15.4359,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2039,15.4375,,
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2040,15.4378,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2005,109770.3573,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2006,110119.0243,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2007,95220.26,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2008,89680.8949,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2009,75576.9751,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2010,73985.7031,,
Prix élevés,Canada,Charbon et coke,Combustible Principal,2011,65013.3234,,
